country,total_papers,total_citations,topic,name
Brazil,26,117,86339819,Transcription factor
Brazil,1298,14709,86803240,Biology
Brazil,51,226,89423630,Microbiology
Brazil,24,291,90132467,Phylogenetics
Brazil,41,460,90856448,Zoology
Brazil,7,26,94487597,Sensory system
Brazil,102,391,95444343,Cell biology
Brazil,7,0,96232424,Cancer cell
Brazil,2,0,98108389,CRISPR
Brazil,150,778,104317684,Gene
Brazil,16,71,105580179,Messenger RNA
Brazil,11,45,105702510,Anatomy
Brazil,16,24,105795698,Statistics
Brazil,26,685,106208931,Genome-wide association study
Brazil,15,170,106934330,Trait
Brazil,6,12,111936080,Enhancer
Brazil,19,62,119857082,Machine learning
Brazil,19,35,121608353,Cancer
Brazil,11,161,124101348,Data mining
Brazil,71,227,126322002,Internal medicine
Brazil,36,321,127716648,Phenotype
Brazil,43,88,134018914,Endocrinology
Brazil,35,759,135763542,Genotype
Brazil,135,4193,141231307,Genome
Brazil,15,44,143065580,Mutant
Brazil,24,47,143121216,Microbiome
Brazil,22,89,147004232,Stimulus (physiology)
Brazil,35,90,150194340,Gene expression
Brazil,15,60,152662350,Systems biology
Brazil,41,434,153209595,Single-nucleotide polymorphism
Brazil,28,1585,153911025,Molecular biology
Brazil,48,171,154945302,Artificial intelligence
Brazil,87,7377,159047783,Virology
Brazil,36,141,162317418,Transcriptome
Brazil,9,126,165864922,Regulation of gene expression
Brazil,59,292,169760540,Neuroscience
Brazil,10,30,169900460,Cognition
Brazil,19,24,170493617,Receptor
Brazil,15,60,178980831,Pattern recognition
Brazil,11,96,180747234,Cognitive psychology
Brazil,36,473,180754005,Allele
Brazil,7,0,181199279,Enzyme
Brazil,24,157,184235292,Kinase
Brazil,22,325,185592680,Chemistry
Brazil,8,30,186060115,Biological system
Brazil,26,589,186413461,Genetic association
Brazil,9,26,189014844,Cell type
Brazil,37,2711,189206191,Genomics
Brazil,9,128,190727270,DNA methylation
Brazil,65,354,193252679,Phylogenetic tree
Brazil,50,1772,203014093,Immunology
Brazil,16,64,207001950,In vivo
Brazil,19,140,501734568,Mutation
Brazil,32,248,502942594,Cancer research
Brazil,14,55,522805319,Electroencephalography
Brazil,21,35,523546767,Bacteria
Brazil,15,57,552990157,DNA
Brazil,26,156,1491633281,Cell
Brazil,62,5019,2522874641,Virus
Brazil,6,18,2776214188,Inference
Brazil,14,157,2776460866,Pathogen
Brazil,23,94,2776878037,Zebrafish
Brazil,11,31,2777904410,Software
Brazil,43,310,2779134260,Disease
Brazil,4,6,2779345533,Visual cortex
Brazil,7,70,2780104201,Drosophila melanogaster
Brazil,153,1700,2908647359,Population
Brunei,1,407,24432333,Whole genome sequencing
Brunei,1,0,30481170,Chromosome
Brunei,1,407,51679486,DNA sequencing
Brunei,8,433,54355233,Genetics
Brunei,3,407,60644358,Bioinformatics
Brunei,1,0,70721500,Computational biology
Brunei,10,433,86803240,Biology
Brunei,1,3,89423630,Microbiology
Brunei,2,0,95444343,Cell biology
Brunei,2,0,104317684,Gene
Brunei,2,415,141231307,Genome
Brunei,1,0,143065580,Mutant
Brunei,1,0,207001950,In vivo
Brunei,1,0,552990157,DNA
Brunei,1,3,2522874641,Virus
Bulgaria,1,27,12554922,Biophysics
Bulgaria,1,0,15151743,Metagenomics
Bulgaria,1,0,15744967,Psychology
Bulgaria,1,0,24432333,Whole genome sequencing
Bulgaria,1,27,30481170,Chromosome
Bulgaria,16,298,54355233,Genetics
Bulgaria,1,0,59822182,Botany
Bulgaria,7,10,60644358,Bioinformatics
Bulgaria,1,819,68873052,Genetic variation
Bulgaria,1,3,71924100,Medicine
Bulgaria,4,821,78458016,Evolutionary biology
Bulgaria,1,27,83640560,Chromatin
Bulgaria,1,2,84597430,Locus (genetics)
Bulgaria,21,303,86803240,Biology
Bulgaria,1,0,89423630,Microbiology
Bulgaria,2,0,90132467,Phylogenetics
Bulgaria,2,0,90856448,Zoology
Bulgaria,2,66,98108389,CRISPR
Bulgaria,1,0,105795698,Statistics
Bulgaria,2,9,121608353,Cancer
Bulgaria,3,9,126322002,Internal medicine
Bulgaria,1,4,135763542,Genotype
Bulgaria,2,821,141231307,Genome
Bulgaria,1,0,143121216,Microbiome
Bulgaria,2,4,153209595,Single-nucleotide polymorphism
Bulgaria,1,66,153911025,Molecular biology
Bulgaria,1,3,154945302,Artificial intelligence
Bulgaria,2,822,189206191,Genomics
Bulgaria,2,66,501734568,Mutation
Bulgaria,1,3,2777904410,Software
Bulgaria,6,195,2908647359,Population
Burkina Faso,1,0,15151743,Metagenomics
Burkina Faso,3,0,54355233,Genetics
Burkina Faso,4,1,86803240,Biology
Burkina Faso,1,0,89423630,Microbiology
Burkina Faso,1,0,104317684,Gene
Burkina Faso,1,0,2908647359,Population
Burundi,1,0,60644358,Bioinformatics
Burundi,1,0,71924100,Medicine
Burundi,1,0,86803240,Biology
Burundi,2,0,135763542,Genotype
Burundi,1,0,2779134260,Disease
Cambodia,1,34,8891405,Immune system
Cambodia,1,32,15151743,Metagenomics
Cambodia,2,0,15744967,Psychology
Cambodia,1,0,18903297,Ecology
Cambodia,3,6,24432333,Whole genome sequencing
Cambodia,1,0,30481170,Chromosome
Cambodia,1,32,51679486,DNA sequencing
Cambodia,19,330,54355233,Genetics
Cambodia,8,35,60644358,Bioinformatics
Cambodia,1,0,68873052,Genetic variation
Cambodia,2,0,70721500,Computational biology
Cambodia,1,16,71924100,Medicine
Cambodia,5,36,84597430,Locus (genetics)
Cambodia,28,366,86803240,Biology
Cambodia,6,39,89423630,Microbiology
Cambodia,1,4,90132467,Phylogenetics
Cambodia,5,288,104317684,Gene
Cambodia,2,16,119857082,Machine learning
Cambodia,2,0,126322002,Internal medicine
Cambodia,1,3,127716648,Phenotype
Cambodia,1,0,134018914,Endocrinology
Cambodia,2,252,135763542,Genotype
Cambodia,6,37,141231307,Genome
Cambodia,1,32,143121216,Microbiome
Cambodia,1,3,152662350,Systems biology
Cambodia,2,16,154945302,Artificial intelligence
Cambodia,3,10,159047783,Virology
Cambodia,1,0,186413461,Genetic association
Cambodia,2,33,189206191,Genomics
Cambodia,1,0,501734568,Mutation
Cambodia,2,34,523546767,Bacteria
Cambodia,1,0,2776460866,Pathogen
Cambodia,1,2,2779134260,Disease
Cambodia,5,86,2908647359,Population
Cameroon,3,1,15151743,Metagenomics
Cameroon,1,0,18903297,Ecology
Cameroon,15,292,54355233,Genetics
Cameroon,11,3,60644358,Bioinformatics
Cameroon,2,87,68873052,Genetic variation
Cameroon,1,6,78458016,Evolutionary biology
Cameroon,2,87,81941488,Quantitative trait locus
Cameroon,1,128,84597430,Locus (genetics)
Cameroon,28,320,86803240,Biology
Cameroon,1,0,89423630,Microbiology
Cameroon,1,0,90856448,Zoology
Cameroon,1,1,135763542,Genotype
Cameroon,2,3,141231307,Genome
Cameroon,1,0,143121216,Microbiome
Cameroon,2,26,159047783,Virology
Cameroon,1,6,180754005,Allele
Cameroon,3,60,189206191,Genomics
Cameroon,1,1,193252679,Phylogenetic tree
Cameroon,3,122,203014093,Immunology
Cameroon,1,0,2777904410,Software
Cameroon,1,2,2779134260,Disease
Cameroon,11,160,2908647359,Population
Canada,51,1366,7466232,Biomarker (medicine)
Canada,126,818,8891405,Immune system
Canada,34,375,11413529,Algorithm
Canada,110,802,12554922,Biophysics
Canada,52,566,15151743,Metagenomics
Canada,229,5053,15744967,Psychology
Canada,463,7289,18903297,Ecology
Canada,67,2026,24432333,Whole genome sequencing
Canada,57,222,24998067,Stimulation
Canada,89,847,26760741,Perception
Canada,39,753,28328180,Stem cell
Canada,39,145,29537977,Cell cycle
Canada,77,1775,30481170,Chromosome
Canada,71,444,34601148,Transcription (biology)
Canada,185,4029,41008148,Computer science
Canada,86,4236,41091548,Epigenetics
Canada,38,166,50644808,Artificial neural network
Canada,104,8339,51679486,DNA sequencing
Canada,2899,54951,54355233,Genetics
Canada,146,1875,55493867,Biochemistry
Canada,68,791,59822182,Botany
Canada,1551,20063,60644358,Bioinformatics
Canada,42,208,62478195,Signal transduction
Canada,98,1023,67705224,RNA
Canada,133,6832,68873052,Genetic variation
Canada,316,9092,70721500,Computational biology
Canada,94,5421,71924100,Medicine
Canada,57,875,73555534,Cluster analysis
Canada,266,6079,78458016,Evolutionary biology
Canada,31,201,79879829,Intracellular
Canada,57,1896,81941488,Quantitative trait locus
Canada,88,1952,83640560,Chromatin
Canada,207,5464,84597430,Locus (genetics)
Canada,105,944,86339819,Transcription factor
Canada,4905,78566,86803240,Biology
Canada,82,1534,89423630,Microbiology
Canada,68,1385,90132467,Phylogenetics
Canada,81,1182,90856448,Zoology
Canada,88,463,94487597,Sensory system
Canada,543,4086,95444343,Cell biology
Canada,52,715,96232424,Cancer cell
Canada,52,1289,98108389,CRISPR
Canada,642,14304,104317684,Gene
Canada,31,138,105580179,Messenger RNA
Canada,74,802,105702510,Anatomy
Canada,66,680,105795698,Statistics
Canada,145,13090,106208931,Genome-wide association study
Canada,90,2398,106934330,Trait
Canada,37,338,111936080,Enhancer
Canada,112,1606,119857082,Machine learning
Canada,153,2933,121608353,Cancer
Canada,114,2565,124101348,Data mining
Canada,186,1270,126322002,Internal medicine
Canada,187,1781,127716648,Phenotype
Canada,114,824,134018914,Endocrinology
Canada,86,2724,135763542,Genotype
Canada,468,14835,141231307,Genome
Canada,89,766,143065580,Mutant
Canada,79,320,143121216,Microbiome
Canada,151,798,147004232,Stimulus (physiology)
Canada,193,1782,150194340,Gene expression
Canada,46,729,152662350,Systems biology
Canada,115,3213,153209595,Single-nucleotide polymorphism
Canada,123,5647,153911025,Molecular biology
Canada,287,4243,154945302,Artificial intelligence
Canada,59,247,159047783,Virology
Canada,172,2590,162317418,Transcriptome
Canada,58,1085,165864922,Regulation of gene expression
Canada,490,6294,169760540,Neuroscience
Canada,154,1939,169900460,Cognition
Canada,40,36,170493617,Receptor
Canada,96,2107,178980831,Pattern recognition
Canada,195,3889,180747234,Cognitive psychology
Canada,121,1467,180754005,Allele
Canada,38,784,181199279,Enzyme
Canada,48,344,184235292,Kinase
Canada,77,949,185592680,Chemistry
Canada,30,100,186060115,Biological system
Canada,100,6628,186413461,Genetic association
Canada,82,1992,189014844,Cell type
Canada,241,14373,189206191,Genomics
Canada,93,6152,190727270,DNA methylation
Canada,136,1152,193252679,Phylogenetic tree
Canada,79,1065,203014093,Immunology
Canada,48,638,207001950,In vivo
Canada,120,7175,501734568,Mutation
Canada,137,888,502942594,Cancer research
Canada,87,463,522805319,Electroencephalography
Canada,76,464,523546767,Bacteria
Canada,114,1184,552990157,DNA
Canada,138,1223,1491633281,Cell
Canada,57,787,2522874641,Virus
Canada,66,1294,2776214188,Inference
Canada,55,329,2776460866,Pathogen
Canada,45,207,2776878037,Zebrafish
Canada,80,3434,2777904410,Software
Canada,188,2859,2779134260,Disease
Canada,50,716,2779345533,Visual cortex
Canada,42,278,2780104201,Drosophila melanogaster
Canada,610,10058,2908647359,Population
Cape Verde,1,2,54355233,Genetics
Cape Verde,1,2,86803240,Biology
Cape Verde,1,2,162317418,Transcriptome
Chile,5,66,7466232,Biomarker (medicine)
Chile,5,2,8891405,Immune system
Chile,4,16,11413529,Algorithm
Chile,12,28,12554922,Biophysics
Chile,5,4,15151743,Metagenomics
Chile,4,19,15744967,Psychology
Chile,29,36,18903297,Ecology
Chile,6,65,24432333,Whole genome sequencing
Chile,3,11,26760741,Perception
Chile,1,1,29537977,Cell cycle
Chile,1,11,30481170,Chromosome
Chile,6,12,34601148,Transcription (biology)
Chile,9,82,41008148,Computer science
Chile,3,3,41091548,Epigenetics
Chile,4,57,51679486,DNA sequencing
Chile,191,1677,54355233,Genetics
Chile,10,25,55493867,Biochemistry
Chile,8,62,59822182,Botany
Chile,59,234,60644358,Bioinformatics
Chile,3,4,62478195,Signal transduction
Chile,7,14,67705224,RNA
Chile,13,36,68873052,Genetic variation
Chile,6,11,70721500,Computational biology
Chile,5,31,71924100,Medicine
Chile,15,1275,78458016,Evolutionary biology
Chile,3,0,79879829,Intracellular
Chile,7,38,81941488,Quantitative trait locus
Chile,2,16,83640560,Chromatin
Chile,9,29,84597430,Locus (genetics)
Chile,6,5,86339819,Transcription factor
Chile,280,2117,86803240,Biology
Chile,5,7,89423630,Microbiology
Chile,2,1,90132467,Phylogenetics
Chile,11,41,90856448,Zoology
Chile,4,15,94487597,Sensory system
Chile,40,148,95444343,Cell biology
Chile,4,2,96232424,Cancer cell
Chile,3,15,98108389,CRISPR
Chile,32,64,104317684,Gene
Chile,6,55,105580179,Messenger RNA
Chile,3,62,105702510,Anatomy
Chile,3,1,105795698,Statistics
Chile,14,84,106208931,Genome-wide association study
Chile,3,26,106934330,Trait
Chile,1,0,111936080,Enhancer
Chile,1,0,119857082,Machine learning
Chile,6,38,121608353,Cancer
Chile,3,75,124101348,Data mining
Chile,8,37,126322002,Internal medicine
Chile,5,0,127716648,Phenotype
Chile,5,9,134018914,Endocrinology
Chile,3,33,135763542,Genotype
Chile,31,179,141231307,Genome
Chile,9,13,143065580,Mutant
Chile,11,35,143121216,Microbiome
Chile,6,29,147004232,Stimulus (physiology)
Chile,8,9,150194340,Gene expression
Chile,1,1,152662350,Systems biology
Chile,13,110,153209595,Single-nucleotide polymorphism
Chile,6,54,153911025,Molecular biology
Chile,6,5,154945302,Artificial intelligence
Chile,7,45,159047783,Virology
Chile,3,3,162317418,Transcriptome
Chile,1,0,165864922,Regulation of gene expression
Chile,22,33,169760540,Neuroscience
Chile,9,17,169900460,Cognition
Chile,7,9,170493617,Receptor
Chile,2,0,178980831,Pattern recognition
Chile,2,0,180747234,Cognitive psychology
Chile,5,18,180754005,Allele
Chile,3,28,181199279,Enzyme
Chile,4,0,184235292,Kinase
Chile,4,10,185592680,Chemistry
Chile,1,0,186060115,Biological system
Chile,7,92,186413461,Genetic association
Chile,3,64,189014844,Cell type
Chile,13,108,189206191,Genomics
Chile,1,0,190727270,DNA methylation
Chile,7,10,193252679,Phylogenetic tree
Chile,6,17,203014093,Immunology
Chile,8,41,207001950,In vivo
Chile,6,19,501734568,Mutation
Chile,5,38,502942594,Cancer research
Chile,4,0,522805319,Electroencephalography
Chile,3,0,523546767,Bacteria
Chile,5,46,552990157,DNA
Chile,8,36,1491633281,Cell
Chile,4,23,2522874641,Virus
Chile,7,36,2776460866,Pathogen
Chile,10,51,2776878037,Zebrafish
Chile,3,83,2777904410,Software
Chile,3,1,2779134260,Disease
Chile,1,10,2779345533,Visual cortex
Chile,33,1436,2908647359,Population
China,98,978,7466232,Biomarker (medicine)
China,124,835,8891405,Immune system
China,35,1869,11413529,Algorithm
China,103,1127,12554922,Biophysics
China,57,450,15151743,Metagenomics
China,70,1970,15744967,Psychology
China,104,1568,18903297,Ecology
China,63,1288,24432333,Whole genome sequencing
China,29,37,24998067,Stimulation
China,22,34,26760741,Perception
China,45,99,28328180,Stem cell
China,48,684,29537977,Cell cycle
China,98,434,30481170,Chromosome
China,111,465,34601148,Transcription (biology)
China,94,1905,41008148,Computer science
China,114,1215,41091548,Epigenetics
China,41,251,50644808,Artificial neural network
China,76,1708,51679486,DNA sequencing
China,2938,30055,54355233,Genetics
China,203,1060,55493867,Biochemistry
China,115,993,59822182,Botany
China,1241,9219,60644358,Bioinformatics
China,68,448,62478195,Signal transduction
China,164,2637,67705224,RNA
China,44,873,68873052,Genetic variation
China,336,3626,70721500,Computational biology
China,63,1144,71924100,Medicine
China,43,279,73555534,Cluster analysis
China,148,2648,78458016,Evolutionary biology
China,52,389,79879829,Intracellular
China,65,3037,81941488,Quantitative trait locus
China,135,955,83640560,Chromatin
China,168,2056,84597430,Locus (genetics)
China,159,1260,86339819,Transcription factor
China,4444,45132,86803240,Biology
China,106,210,89423630,Microbiology
China,34,775,90132467,Phylogenetics
China,32,138,90856448,Zoology
China,43,685,94487597,Sensory system
China,640,5425,95444343,Cell biology
China,61,299,96232424,Cancer cell
China,108,3265,98108389,CRISPR
China,859,6571,104317684,Gene
China,74,1012,105580179,Messenger RNA
China,29,598,105702510,Anatomy
China,37,849,105795698,Statistics
China,112,6452,106208931,Genome-wide association study
China,46,489,106934330,Trait
China,47,159,111936080,Enhancer
China,76,1343,119857082,Machine learning
China,169,516,121608353,Cancer
China,87,1739,124101348,Data mining
China,175,1069,126322002,Internal medicine
China,134,1418,127716648,Phenotype
China,114,395,134018914,Endocrinology
China,65,465,135763542,Genotype
China,507,7880,141231307,Genome
China,146,561,143065580,Mutant
China,58,200,143121216,Microbiome
China,55,537,147004232,Stimulus (physiology)
China,213,2709,150194340,Gene expression
China,40,132,152662350,Systems biology
China,98,1644,153209595,Single-nucleotide polymorphism
China,167,5973,153911025,Molecular biology
China,221,2421,154945302,Artificial intelligence
China,74,562,159047783,Virology
China,267,2998,162317418,Transcriptome
China,93,1762,165864922,Regulation of gene expression
China,246,3702,169760540,Neuroscience
China,63,636,169900460,Cognition
China,68,350,170493617,Receptor
China,83,530,178980831,Pattern recognition
China,53,579,180747234,Cognitive psychology
China,87,743,180754005,Allele
China,59,618,181199279,Enzyme
China,54,193,184235292,Kinase
China,60,1103,185592680,Chemistry
China,23,198,186060115,Biological system
China,92,4055,186413461,Genetic association
China,89,672,189014844,Cell type
China,178,2252,189206191,Genomics
China,108,1674,190727270,DNA methylation
China,114,930,193252679,Phylogenetic tree
China,86,542,203014093,Immunology
China,83,787,207001950,In vivo
China,117,497,501734568,Mutation
China,225,724,502942594,Cancer research
China,24,438,522805319,Electroencephalography
China,81,256,523546767,Bacteria
China,139,1252,552990157,DNA
China,243,1903,1491633281,Cell
China,66,321,2522874641,Virus
China,41,811,2776214188,Inference
China,45,250,2776460866,Pathogen
China,54,824,2776878037,Zebrafish
China,37,2247,2777904410,Software
China,120,2167,2779134260,Disease
China,24,74,2779345533,Visual cortex
China,23,125,2780104201,Drosophila melanogaster
China,306,3057,2908647359,Population
Colombia,2,0,7466232,Biomarker (medicine)
Colombia,4,18,8891405,Immune system
Colombia,1,4,15151743,Metagenomics
Colombia,4,5,15744967,Psychology
Colombia,26,262,18903297,Ecology
Colombia,3,0,24432333,Whole genome sequencing
Colombia,1,0,24998067,Stimulation
Colombia,1,0,28328180,Stem cell
Colombia,3,4,30481170,Chromosome
Colombia,1,0,34601148,Transcription (biology)
Colombia,2,10,41008148,Computer science
Colombia,2,29,50644808,Artificial neural network
Colombia,1,3,51679486,DNA sequencing
Colombia,132,1210,54355233,Genetics
Colombia,1,1,55493867,Biochemistry
Colombia,2,0,59822182,Botany
Colombia,28,18,60644358,Bioinformatics
Colombia,4,2,62478195,Signal transduction
Colombia,9,78,68873052,Genetic variation
Colombia,2,0,70721500,Computational biology
Colombia,3,16,71924100,Medicine
Colombia,33,802,78458016,Evolutionary biology
Colombia,3,0,81941488,Quantitative trait locus
Colombia,2,24,83640560,Chromatin
Colombia,14,75,84597430,Locus (genetics)
