name,id,level,parents,children
Nijmegen breakage syndrome,2777136964,5,2779486608|134935766,
Negative priming,2776188103,3,147004232|169900460|184992742|46687263,
Neuronal Nitric Oxide Synthase,2909202170,5,2777622882,
Pudendal nerve,2780682423,4,24998067,""
Data extraction,2777466982,4,2779473830,2984320936|2994465355
Contrast-enhanced ultrasound,2779585989,4,529618451,""
Excessive daytime sleepiness,2781433485,4,1513209611|2779134260|2776006263,2909229942
Tomographic reconstruction,97742081,3,163716698,""
Brain asymmetry,195650424,5,171508891,
Bursa of Fabricius,196978929,4,2780931953,""
Infectious agent,2992046845,4,2779134260,""
Warning signs,2994071780,2,,""
Cellulose fiber,54965259,3,519885992|2779251873,""
NODAL,83330619,2,141071460|105702510|142724271,32706783
Heterokaryon,74078972,4,143065580,119555194
Motor recovery,2993770700,4,518460624,
Chromoblastomycosis,2781430460,4,2780908437,2781378501
Isochromosome,57269778,5,53226629|174475383,
Euglena,2780437362,4,69305403,""
Root rot,2777919559,4,2779134260,2909447015|2777984983
DEET,2780008190,2,18903297|33070731|59822182,""
Nephelometry,164585084,3,555293320|159654299,
SCHISTOSOMIASIS JAPONICA,2909744060,5,2777123769,
DNA-binding domain,33987129,5,94966510,
Deferiprone,2776517179,5,2777799968|2776672577,
Climbing fiber,2780393176,5,2992333117|2778472085,
Lead (electronics),152521382,3,2779600286,28804328
Adverse Childhood Experiences,2908744105,2,138496976|118552586|70410870,""
Elastic net regularization,203868755,3,2778060275|83546350,
Stability conditions,143170015,2,28826006|126255220|65244806,
Surfactin,2776102837,4,2777425210|2777272437,2776974843
HDAC inhibitor,2908750006,5,2778305200,
Physical dependence,2778195246,4,2777389121,""
Competitive learning,120822770,4,8038995,105445572|97108695
Arteriogenesis,2777408375,5,2780394083,
Sensorimotor Gating,2910029543,5,141421786|2779727114,
Plant cultivation,2992244235,2,6557445|144027150,
Loop-mediated isothermal amplification,60635243,3,104317684|552990157|7271767,2778358905
Proteolipid protein 1,7821365,5,2778609137|2780640218,
African swine fever,2909380268,4,2779134260,""
Stroke recovery,2776361831,4,518460624,""
Insulator Element,2909078981,5,165864922,
Body Regions,2910779971,2,141071460|105702510,""
Blockade,2778468042,3,555293320,""
Gastrointestinal infections,2910592051,3,555293320,
Temperature response,2984416513,2,,
Goal pursuit,2777536939,2,138496976|180747234|77805123,""
Fern,2776985847,2,18903297|59822182|144027150,2780310656|2776082638|2780719919|2781092848|2777123377|2776861202|2776195285|2781036762|2779016478|2777193407
Silicon valley,2984737752,2,136264566,
Dwarfing,16896131,4,27406016,""
Embryo quality,2777542035,5,512716672,
Syntrophy,2779465019,4,2778589620,""
Animal species,2993056352,2,18903297|55493867,
Suffix array,2779259728,3,2779804580|162319229,
Funnel plot,82605166,5,156957248,
Energy charge,3075310,5,180526460,
Niche construction,10437067,3,153991713,2779824034
Clinical neurophysiology,129692064,3,522805319,
Uncertainty estimation,2985808973,2,11413529|105795698|149782125,
Populus balsamifera,2776326992,4,2777945561,""
Caribbean island,2910665519,2,18903297,
Tea tree oil,2775839739,3,555293320|2777278459,""
Sporogenesis,115505304,3,104317684|174618031,""
Neutrophil extracellular traps,134897094,4,2776914184,2909128550
Financial risk management,43071985,3,32896092,11534374
Interobserver Variation,2909216229,3,555293320,""
Aminosugar,2909991210,3,2778125326,
Undersampling,136536468,3,90842384,""
CLIPS,2778739407,2,78519656|66938386|154945302,""
Stratum (linguistics),8169947,2,18903297|41895202,
Spatial dispersion,2779150439,3,177562468,
Anterior commissure,2779048510,2,126838900|169760540|105702510,""
Bone growth,2991750140,2,134018914|141071460|105702510,
Insurance claims,2994494642,2,162118730,
Chestnut blight,2778572240,3,2779678110,""
Mindfulness meditation,2778874215,3,2780444219|521822307,
Geographic Mapping,2908815558,3,138816342|41856607,
Antiresonance,176150650,3,107406667,
Kinetoplast,2776027055,3,552990157|2778566189|71928629,""
rpoS,2777712861,5,2993175405,
Adenosine A1 receptor,182683403,5,2778938600|2776885963,
Microscopic theory,2781288168,2,26873012|46141821|62520636,
Incubator,21905920,2,54355233|89423630,""
Antirrhinum,2778873319,5,2779491563,
Model complexity,2985664490,2,11413529|119857082|126255220,
Plasmopara viticola,2780683125,5,2780087670,
Condition factor,2992071150,2,18903297|505870484|140793950,
Vernier acuity,134786416,4,2778257484,
Sickness behavior,138906646,4,2776914184|2778754761|2778690821,
Environmental variation,2988722265,2,90856448|18903297|59822182,
Altmetrics,2778407487,2,136764020|2522767166|161191863,""
Ambrosia artemisiifolia,2780504720,5,2780931586,
Carbon assimilation,2992000610,3,183688256|501529594|75649859,
Survival of the fittest,22614528,2,78458016|54355233|141071460,
Pretectal area,192351223,5,2781416072|552161191,
Wave speed,2986045365,3,82659022,
Arterial injury,2909372761,4,2776820930,""
Image degradation,2984191724,3,55020928,
Porcine epidemic diarrhea virus,2775862345,4,2779802037,2779944480
Tiger,91451191,2,38652104|11413529|18903297,2776332296|2779564030|2780860784|116394254
Genetic diagnosis,2993153387,4,501734568|2779134260,
Air sacs,2780027852,2,203014093|105702510|142724271,""
Double-layer capacitance,2778026820,5,7040849,
Nephrops norvegicus,2780966272,4,2779770362,""
Dapagliflozin,2777422806,4,2777180221|2910068830,""
Genotype imputation,2992677346,5,139275648|31467283|186413461|153209595|197754878,
Distance matrix,111208986,3,137127113,
Moderated mediation,24614281,3,2777405217,
Glycoprotein Ib,2778442980,5,2993802102|26828662|2779394231,
KEGG,152724338,5,162317418,
Harderian gland,2780915157,2,134018914|203014093|105702510,""
Biological engineering,2780265246,2,54355233|60644358,
Abdominal ganglion,2908630925,4,2778178740|2781334511,""
Fish habitat,2992659185,3,185933670,""
Viral pathogenesis,140933497,5,2780942790,
Ulinastatin,2781246285,3,555293320,
Hemagglutinin,99330779,3,2522874641|159654299|104317684|147483822,""
Interaural time difference,103364767,3,147004232|201247586|68236139,
Birth and death process,2984009597,4,65990518,
Near neighbor,2991698752,2,11413529|119857082|178980831,
Foal,2776869253,3,2780762169,""
Probabilistic framework,2982788086,3,49937458,
Indigenous language,2781370049,3,55958113,
Butyrivibrio fibrisolvens,2908715529,4,70262065,""
C1-inhibitor,2779931649,4,82706917,""
Agrarian society,157140304,3,118518473,""
Phase lag,2983665814,2,57879066|65244806,
Tropical spastic paraparesis,2776392238,5,2992125060|2779338263,
A lipoprotein,2909907292,5,2780072125,
Thalamic reticular nucleus,2778135649,4,529278444,""
Hamadryas baboon,2908759683,2,90856448|18903297|77805123,""
Symphony,16277566,3,"",
Interactive simulation,2986148714,2,44154836|107457646,
Hypermetabolism,2777464067,4,62231903,
Streptococcus uberis,2779791424,5,2777860557,
Smart contract,2779950589,3,2779687700,""
Performance metric,2780898871,2,11413529|31258907|79403827,
Hashish,2780523958,3,2780035454|2777056318,""
Neuroendocrine cell,2777858994,3,1491633281,
Cyclomatic complexity,187303228,3,2777904410,
Rinderpest virus,2909743803,5,2778199166,
Microvessel,2776436680,5,2780394083,
Palpitations,2776403943,3,555293320,
Accelerated failure time model,33114746,5,50382708,
Organizational model,2982970233,2,56739046|195094911,
Traumatic memories,123728058,2,118552586|77805123|70410870,
Parasitophorous vacuole,2781073059,5,102568950,
PLK1,146276462,5,29537977,
Hungarian algorithm,21785340,3,85044808,
Local scale,2986620625,2,18903297,
Potential of mean force,175634916,3,145148216|32909587|59593255,
Immunofluorescence staining,2993418538,3,555293320|1491633281|202751555,
Binaural recording,201247586,2,24890656|28490314|548259974,103364767
Spruce budworm,2776204122,5,2778506040,
Brain Cell,2778144876,3,555293320,
Assembly rules,2781303777,3,53565203|185933670,
Radial motion,2993074622,2,78519656|57879066|74650414,
Statistical variability,2988149197,2,,
Stool sample,2910139725,3,61716771,
Mesorhizobium loti,2778410277,5,2777465193|2779688875,
P-TEFb,2777841055,5,64350747,
Netting,2780646309,3,2779600286,""
PARTNER trial,2779299466,5,2776570981,
Conceptual space,2776446469,2,111472728,
Optical transparency,2987818599,2,49040817|159985019|42360764,
Diagnostic odds ratio,157481446,5,156957248,
Mad2,2777563682,5,29537977|192838845,
Camelina sativa,2776333875,3,137580998,""
Drug seeking,2909786383,4,2778555786|48856860,
Pneumolysin,2776088486,5,2993175405,
Varroa,2780871575,3,2777907900|2777096740|2779711295,2778204363
Annona,2780230357,2,556039675|59822182|144027150,2778535624
Basket cell,2781355599,5,2779177108|112592302,
Human environment,2994498770,2,107826830,""
Genotyping by sequencing,2780428443,5,81941488|31467283|139275648|153209595,
Human–machine system,146047270,2,44154836|107457646|154945302,
Senna,2779456107,2,556039675|59822182|144027150,""
Sandbox (computer security),41724716,2,49774154|136764020|161191863,""
Ascophyllum,2779216985,3,559758991,""
Castanea dentata,2909133502,5,182076605,
Needle exchange,2908815670,4,529928208,""
Genetic exchange,2908587820,3,523546767|104317684|2908647359,
Arthropod cuticle,138603459,3,2777612826|78826203,""
Catastrophic failure,112987892,2,66938386|159985019|77595967,
Channel blocker,153461711,3,555293320|519063684|156996364,""
Argentine ant,2778384948,4,2780696480,""
Eeg coherence,2994391160,4,185263204,
AND gate,10418432,2,49040817|24326235|119599485,""
Code review,150292731,5,117447612|186846655,
Radiological weapon,190892606,2,141071460|126838900|142724271,""
MitraClip,2780793704,4,2777543888|2780813298,""
Active medium,2989337451,3,520434653,
Baseline (configuration management),109364899,2,119857082|115903868,63789442
Numerical response,2778973846,4,96857902|110201527,
Equus,2778604835,3,2780762169,2910721280|2778992452|2908694191
Ringing artifacts,17828673,2,11413529|31972630|178980831,
Magnitude distribution,2991944305,3,61586570,
Fold change,2779018089,4,150194340,
Cultural knowledge,2994055011,2,36289849|19417346|77805123,
Human Induced Pluripotent Stem Cells,2910924664,5,107459253,
Variance inflation factor,152732102,4,189285262,""
Vaginal flora,2777831542,4,2779952448|2779234561,""
Cancer prognosis,2993009959,4,121608353,
Supertree,55919133,4,90132467|193252679,
Protease-activated receptor 2,125268873,5,17971392|75184817,
Chaff,78573896,2,166957645|59822182,
Process theory,18035950,2,77805123,
Nectin,23327873,4,170493617|85789140|16224149,
Crop diversity,1924315,3,118518473|130217890|137580998,
Copper mining,2991909115,3,544778455,
Guide RNA,97702854,5,144501496|132455925,
Wisdom of crowds,2984232600,2,136764020|124101348|2522767166,
Homoscedasticity,104409967,3,101104100,""
Fixation (psychology),168654126,3,98516739|153050134,
Forefoot,2776577363,3,2777248721,""
Realized niche width,181634566,3,153991713|132651083|102715595|185933670,
Attunement,2778409124,3,204787440,
TFEB,132647116,5,203522944,
CD29,2776521310,5,10205521|2780932548,
Dioscorea rotundata,2777794352,2,6557445|59822182|144027150,
Paca,2777764898,2,18903297|97137747|15708023,""
White-nose syndrome,2777431704,4,2779134260,2777996720|2777809727
Image processing software,2982937020,3,9417928|2777904410,
Differential regulation,2992075021,4,105580179|150194340,
Colobinae,2776427805,4,2909088720,""
Destabilisation,2775884256,2,159110408|77805123|15708023,
Taxonomic rank,189592816,3,71640776,
Rodent model,2992558993,3,555293320,
Streptomyces aureofaciens,2780240981,4,2776060363|2779920670,""
Architectural model,2778544944,3,123657996,
Chocolate milk,2911065790,3,555293320,
Differentiation therapy,2779982571,5,2776601000,
Cuboid,203527163,3,2779600286,""
Falsifiability,116222747,2,111472728|62520636,
Mauthner cell,58255318,3,127445978,
Epiregulin,2777968868,5,2776362946|2779438470,
Tiller,205560989,2,6557445|59822182|144027150,""
Nocardiopsis,2908794002,5,2778169975,
Equating,106347477,2,138496976|105795698,""
TRPM7,53467394,5,155164980,
Amotivation,2909579474,3,185994504|2985564149,
Constrained clustering,27964816,5,33704608|104047586,
Cefsulodin,2779609581,4,2777637488|64778159,""
Objective structured clinical examination,2778000598,2,159110408|512399662|509550671,
Drought risk,2991811701,3,118518473|132651083|107054158,
Chemokinesis,35510296,4,54166955,
Serratia liquefaciens,2909686575,5,2778910516,
Textual information,2986248763,2,124101348|23123220|204321447,
Drug activity,2992934212,3,2780035454,
Peroxisome proliferator-activated receptor gamma,130241916,5,127078168|187345961,
Flavobacterium columnare,2778481607,5,2776460866,
Nursery habitat,2775851391,3,88160329|115961737|173758957|185933670,
Peak shift,2994206201,2,46141821|120665830|115704247,
Co operative,2994509569,2,,
Regression problems,2982967959,3,152877465|83546350,
Small population size,112133119,3,2908647359,""
Slipping,2777045574,3,2779600286,""
Bacterial isolate,2909033465,3,61656845|523546767,
G protein-coupled bile acid receptor,39321552,4,170493617|2779399885,2909696978|2779091133
Numerical diffusion,148444096,3,75673492,
Mimivirus,2779415702,4,141231307,2778665826|2778099463|2779563949|2781036750|2778000338|2780526870|2908954458
Probability vector,8822077,3,149441793,
Trace evidence,180727682,5,140505726,
Force dynamics,199723944,3,2779600286,
CDC25A,2777228722,5,29537977,
Echinomycin,2778138827,3,501593827|552990157,""
Excitation spectra,2994215427,3,148869448|91881484|4839761|181500209|83581075|145148216,
Neuromere,169712278,4,145103041|529278444|2781334511,
MitoQ,2778382254,4,2776151105|2778004101|48349386|57600042|28859421,""
Waggle dance,2776787863,3,147446459|2777907900|165287380|2777096740,
DNA Strand Break,2910367884,5,134935766,
Cost calculation,2992453440,2,21547014,
SOX Transcription Factors,2909278364,5,107459253,
Thematic structure,2778109090,3,93692415,
Continuous performance task,2777745069,3,169900460,
Agglomerative hierarchical clustering,2988391104,4,92835128,
Moral injury,2778119281,2,542102704|77805123|70410870,
Prymnesium parvum,2776329283,5,120305227,
Antique,2780376419,2,195244886|15708023,
Graphics software,199016294,3,77660652|21442007,""
Olfactory communication,2992999529,3,163214680,
Context-dependent memory,76679254,4,125411270|36668950,
Protective barrier,2993148789,2,159985019,
Cytochrome C Oxidase Subunit 1,2909807485,4,193252679|104292427|24586158|90132467,
Normalized mutual information,2983902972,3,166704113|152139883,""
Overgrowth syndrome,2776152734,4,501734568|127716648,""
Rice yellow mottle virus,2781016890,4,109110057|2778543611|2779134260,""
Effect modifier,2910970996,3,555293320|2908647359,
TRPC6,128448793,5,155164980,
R language,2984066688,3,2777904410,
Gross examination,205854390,2,141071460|105702510|142724271,
Data architecture,94070970,5,"",
Donor cell,2992089794,4,202662744|28328180|2911091166,""
Pagerank algorithm,2985558915,4,97854310|2779172887,157484941|2781009911
Apoptotic cell clearance,2911003583,4,2776914184|190283241|170493617,
